id,product_name,price,category,availability,description,img_primary,img_secondary,url
p54,Sandalwood â€“ Hydrating Facial Water Mist 100ml,16,skin care  facial mist,no,"A precious blend of mineral-rich pure Ceylonese mountain spring water infused with Ayurveda WonderHerb Sandalwood. Instantly soothes, hydrates, comforts & refreshes skin.",Sandalwood â€“ Hydrating Facial Water Mist 100ml_primary.jpg,Sandalwood â€“ Hydrating Facial Water Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/sandalwood-hydrating-facial-water-mist-100ml/
p55,Moringa â€“ Hydrating Facial Water Mist 100ml,16,skin care  facial mist,yes,"A precious blend of mineral-rich pure Ceylonese mountain spring water infused with Ayurveda WonderHerb Moringa. Instantly soothes, hydrates, comforts & refreshes skin",Moringa â€“ Hydrating Facial Water Mist 100ml_primary.jpg,Moringa â€“ Hydrating Facial Water Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/moringa-hydrating-facial-water-mist-100ml/
p56,Ceylon Coffee With Cocoa â€“ Lip Care Scrub 25g,16,skin care  dosha by face care,no,"A natural exfoliating formula, infused with caring Virgin Coconut, softening Ceylon Mango Butter & renewing Cane Sugars. Enriched with nourishing vitamins & protective anti-oxidants to help gently renew & restore lips. Olive & Ceylon Coffee combine to effectively remove dry, dead skin cells & reveal softer, smoother, more radiant lips.",Ceylon Coffee With Cocoa â€“ Lip Care Scrub 25g_primary.jpg,Ceylon Coffee With Cocoa â€“ Lip Care Scrub 25g_secondary.jpg,https://store.spaceylon.com/product/ceylon-coffee-with-cocoa-lip-care-scrub-25g/
p57,Ceylon Mango With Neroli â€“ Lip Care Scrub 25g,16,skin care  dosha by face care,no,"A natural exfoliating formula, infused with caring Virgin Coconut, softening Ceylon Mango Butter & renewing Cane Sugars. Enriched with nourishing vitamins & protective anti-oxidants to help gently renew & restore lips. Tumeric & Neroli combine to effectively remove dry, dead skin cells & reveal softer, smoother, more radiant lips.",Ceylon Mango With Neroli â€“ Lip Care Scrub 25g_primary.jpg,Ceylon Mango With Neroli â€“ Lip Care Scrub 25g_secondary.jpg,https://store.spaceylon.com/product/ceylon-mango-with-neroli-lip-care-scrub-25g/
p58,Skin Balance â€“ Moringa Herb Clarifying Clay Masque 200g,40,skin care  facial masque,no,"An intense soothing, purifying & refreshing formula fortified with precious Moringa, Indian Gooseberry, Ceylon Margosa & Gotukola to help control problem skin & restore natural skin balance.",Skin Balance â€“ Moringa Herb Clarifying Clay Masque 200g_primary.jpg,Skin Balance â€“ Moringa Herb Clarifying Clay Masque 200g_secondary.jpg,https://store.spaceylon.com/product/skin-balance-moringa-herb-clarifying-clay-masque-200g/
p59,Skin Sleep â€“ Tamarind Seed Plumping CrÃ¨me Masque 200g,40,skin care  facial masque,yes,"An ultra-rich, creamy blend of naturally rejuvenating Tamarind Seed, Virgin Coconut & Olive, to help deeply hydrate, nourish & firm skin, promoting skin elasticity. Enriched with natural pro-biotic actives to help renew cells & defend against visible signs of skin ageing. Naturally anti-oxidant Green Tea & Grapeseed promote fresh looking, smoother & visibly youthful skin. Precious Calendula & Aloe Vera help comfort & repair skin, while nourishing natural Vitamins B & E help improve skin radiance. Lavender, Neroli & Ylang help comfort & calm for total skin wellness.
* For dry, dehydrated skin
* For skin with fine lines that needs extra hydration, firming & soothing care.",Skin Sleep â€“ Tamarind Seed Plumping CrÃ¨me Masque 200g_primary.jpg,Skin Sleep â€“ Tamarind Seed Plumping CrÃ¨me Masque 200g_secondary.jpg,https://store.spaceylon.com/product/skin-sleep-tamarind-seed-plumping-creme-masque-200g/
p60,Skin De-Stress â€“ Sea Mineral Reviva Polishing Masque 200g,40,skin care  facial masque,yes,"An intensive blend of nutrient-rich minerals & Indian Ginseng to exfoliate skin & help boost vitality. Natural pro-biotic actives help renew cells & minimise skin stress caused by harsh external factors. Naturally rejuvenating Tamarind Seed, Sandalwood & Olive help deeply nourish & restore, promoting skin elasticity.",Skin De-Stress â€“ Sea Mineral Reviva Polishing Masque 200g_primary.jpg,Skin De-Stress â€“ Sea Mineral Reviva Polishing Masque 200g_secondary.jpg,https://store.spaceylon.com/product/skin-de-stress-sea-mineral-reviva-polishing-masque-200g/
p61,White Rice â€“ Overnight Hydrating Treatment 200g,30,skin care  dosha by face care,no,Description not available,White Rice â€“ Overnight Hydrating Treatment 200g_primary.jpg,White Rice â€“ Overnight Hydrating Treatment 200g_secondary.jpg,https://store.spaceylon.com/product/white-rice-overnight-hydrating-treatment-200g/
p62,Virgin Coconut â€“ Gentle Cleansing Milk 100ml,26,skin care  cleanser,yes,"An extra-gentle purifying formula, blended with pure Virgin Coconut Oil â€“ naturally cold pressed at source from the finest fresh coconuts hand-picked from the lush tropical gardens of Ceylon. Rich in nourishing vitamins & protective anti-oxidants to help protect skin against dryness & improve natural skin balance.",Virgin Coconut â€“ Gentle Cleansing Milk 100ml_primary.jpg,Virgin Coconut â€“ Gentle Cleansing Milk 100ml_secondary.jpg,https://store.spaceylon.com/product/virgin-coconut-gentle-cleansing-milk-100ml/
p63,Virgin Coconut â€“ Facial Cleansing Oil 100ml,26,skin care  cleanser,no,"An extra-gentle purifying formula, blended with pure Virgin Coconut Oil â€“ naturally cold pressed at source from the finest fresh coconuts hand-picked from the lush tropical gardens of Ceylon. Rich in nourishing vitamins & protective anti-oxidants to help protect skin against dryness & improve natural skin balance.",,Virgin Coconut â€“ Facial Cleansing Oil 100ml_secondary.jpg,https://store.spaceylon.com/product/virgin-coconut-facial-cleansing-oil-100ml/
p64,Virgin Coconut â€“ Nourishing & Glowing Facial Masque 200g,33,skin care  facial masque,no,"A rich & creamy formula, blended with pure Virgin Coconut Oil â€“ naturally cold pressed at source from the finest fresh coconuts hand-picked from the lush tropical gardens of Ceylon. Rich in nourishing vitamins & protective anti-oxidants to deep-purify, soothe, hydrate & comfort skin after sun exposure, promoting natural balance.",Virgin Coconut â€“ Nourishing & Glowing Facial Masque 200g_primary.jpg,Virgin Coconut â€“ Nourishing & Glowing Facial Masque 200g_secondary.jpg,https://store.spaceylon.com/product/virgin-coconut-nourishing-glowing-facial-masque-200g/
p65,Virgin Coconut â€“ Night Repair Face Treatment Oil 10ml,20,skin care  bridal shower,no,"A light, fast-absorbent, overnight treatment formula, blended with pure Virgin Coconut Oil â€“ naturally cold pressed at source from the finest fresh coconuts hand-picked from the lush tropical gardens of Ceylon.",Virgin Coconut â€“ Night Repair Face Treatment Oil 10ml_primary.jpg,Virgin Coconut â€“ Night Repair Face Treatment Oil 10ml_secondary.jpg,https://store.spaceylon.com/product/virgin-coconut-night-repair-face-treatment-oil-10ml/
p66,Comfort â€“ Neck & Shoulder Rub 50g,13,skin care  comfort,yes,"Fast-absorbent non-oily formula. Practical for use on the go, in the office or in any social situation.",Comfort â€“ Neck & Shoulder Rub 50g_primary.jpg,Comfort â€“ Neck & Shoulder Rub 50g_secondary.jpg,https://store.spaceylon.com/product/comfort-neck-shoulder-rub-50g/
p67,Neem & Tea Tree â€“ Refining Natural Exfoliator 200g,27,skin care  dosha by face care,no,"A deep-acting scrub enriched with mineral-rich natural clays & balancing Tea Tree to help clear clogged pores, effectively removing dead cells, blackheads, whiteheads & acne causing impurities.",Neem & Tea Tree â€“ Refining Natural Exfoliator 200g_primary.jpg,Neem & Tea Tree â€“ Refining Natural Exfoliator 200g_secondary.jpg,https://store.spaceylon.com/product/neem-tea-tree-refining-natural-exfoliator-200g/
p68,Neem & Tea Tree â€“ Mattifying All â€“ Day Protector SPF 5+ 100g,25,skin care  dosha by face care,no,"An instantly-absorbent non-oily formula enriched with balancing Witch Hazel, soothing Aloe Vera & natural minerals to help keep skin looking matte & oil-free for longer.",Neem & Tea Tree â€“ Mattifying All â€“ Day Protector SPF 5+ 100g_primary.jpg,Neem & Tea Tree â€“ Mattifying All â€“ Day Protector SPF 5+ 100g_secondary.jpg,https://store.spaceylon.com/product/neem-tea-tree-mattifying-all-day-protector-spf-5-100g/
p69,Virgin Coconut â€“ Face & Body Refining Scrub 100g,30,skin care  body scrubs & polishes,yes,A unique 100% natural complex of pure Virgin Coconut Oil & Virgin Coconut Crystals naturally extracted at source from the finest fresh coconuts hand-picked from the lush tropical gardens of Ceylon.,Virgin Coconut â€“ Face & Body Refining Scrub 100g_primary.jpg,Virgin Coconut â€“ Face & Body Refining Scrub 100g_secondary.jpg,https://store.spaceylon.com/product/virgin-coconut-face-body-refining-scrub-100g/
p70,White Jasmine â€“ Brightening Hand Cream 30g,13,skin care  bridal shower,yes,"A natural illuminating treatment enriched with precious Jasmine oil to gently brighten. Jasmine, Rice Bran & natural vitamins help improve skin tone, while Avocado, Wheatgerm & White Minerals help protect from the sun.",White Jasmine â€“ Brightening Hand Cream 30g_primary.jpg,White Jasmine â€“ Brightening Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/white-jasmine-brightening-hand-cream-30g/
p71,Sandalwood Spice â€“ Intensive Hand Cream 30g,12,skin care  bridal shower,no,"A natural revitalising treatment enriched with precious Mysore Sandalwood, Sweet Almond, Wheatgerm & Virgin Coconut to moisturise, nourish & care for dry & rough hands.",Sandalwood Spice â€“ Intensive Hand Cream 30g_primary.jpg,Sandalwood Spice â€“ Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/sandalwood-spice-intensive-hand-cream-30g/
p72,White Jasmine â€“ Facial Skin Tonic 100ml,28,skin care  dosha by face care,no,"An alcohol-free natural formula to tone, hydrate & gently illuminate skin. Purifying & cooling Witch Hazel helps remove traces of cleanser, dirt & make-up without drying skin, leaving it feeling soft, supple & refreshed.",White Jasmine â€“ Facial Skin Tonic 100ml_primary.jpg,White Jasmine â€“ Facial Skin Tonic 100ml_secondary.jpg,https://store.spaceylon.com/product/white-jasmine-facial-skin-tonic-100ml/
p73,White Tuberose â€“ Facial Scrub 100g,30,skin care  dosha by face care,no,"A light natural formula with fine fruit particles & 100% pure precious Tuberose oil to gently lighten, brighten & illuminate skin.",White Tuberose â€“ Facial Scrub 100g_primary.jpg,White Tuberose â€“ Facial Scrub 100g_secondary.jpg,https://store.spaceylon.com/product/white-tuberose-facial-scrub-100g/
p74,Energise â€“ Invigorating Body Milk 250ml,15,mind & body care  body care,yes,"A warming & hydrating blend of powerful Ayurveda herbs & potent essential oils. Organic Ceylon Cinnamon helps invigorate & revive the body & mind, gently easing stress.",Energise â€“ Invigorating Body Milk 250ml_primary.jpg,Energise â€“ Invigorating Body Milk 250ml_secondary.jpg,https://store.spaceylon.com/product/energise-invigorating-body-milk-250ml-2/
p75,Energise â€“ Invigorating Body Cleanser 250ml,15,mind & body care  bath & shower,yes,"A warming & purifying blend of powerful Ayurveda herbs & potent essential oils. Organic Ceylon Cinnamon helps invigorate & revive the body & mind, gently easing stress.",Energise â€“ Invigorating Body Cleanser 250ml_primary.jpg,Energise â€“ Invigorating Body Cleanser 250ml_secondary.jpg,https://store.spaceylon.com/product/energise-invigorating-body-cleanser-250ml-3/
p76,Pink Lotus â€“ Body Lotion 300ml,15,mind & body care  dosha types,yes,"A rich natural formula with a hydrating blend of herbs & floral extracts to moisturise, nourish & care. Olive, Wheatgerm & Rice Bran help hydrate & promote moisture retention.",Pink Lotus â€“ Body Lotion 300ml_primary.jpg,Pink Lotus â€“ Body Lotion 300ml_secondary.jpg,https://store.spaceylon.com/product/pink-lotus-body-lotion-300ml-2/
p77,Uplift â€“ Herbal Infusion â€“ 30g,10,mind & body care  herbal infusions,no,"An All-Day Indulgence
A signature blend of time-tested Ayurveda herbs with proven natural benefits. Helps refresh, warm & invigorate the body & mind, promoting positive energies & happiness. Rich in natural anti-oxidants & cooling properties to help improve overall health & wellbeing. The tangy taste & spicy natural aroma help warm & uplift the senses.",Uplift â€“ Herbal Infusion â€“ 30g_primary.jpg,Uplift â€“ Herbal Infusion â€“ 30g_secondary.jpg,https://store.spaceylon.com/product/uplift-herbal-infusion-30g/
p78,Sleep Intense â€“ Herbal Infusion â€“ 30g,10,mind & body care  herbal infusions,no,"A Bedtime Indulgence
A signature blend of time-tested Ayurveda herbs with proven natural benefits. Helps take away daily stress, gently unwind & relieve the body & mind, promoting dreamy restful sleep. Rich in natural anti-oxidants & cooling properties to help improve overall health & wellbeing. The tangy floral taste & sweet natural aroma helps soothe & calm the senses.",Sleep Intense â€“ Herbal Infusion â€“ 30g_primary.jpg,Sleep Intense â€“ Herbal Infusion â€“ 30g_secondary.jpg,https://store.spaceylon.com/product/sleep-intense-herbal-infusion-30g/
p79,Energise â€“ Herbal Infusion â€“ 30g,10,mind & body care  herbal infusions,no,"A Morning Indulgence
A signature blend of time-tested Ayurveda herbs with proven natural benefits. Helps comfort, warm & awaken the body & mind, promoting subtle energies. Rich in natural anti-oxidants & cooling properties to help improve overall health & wellbeing. The fruity floral taste & tangy natural aroma help soothe & energise the senses.",Energise â€“ Herbal Infusion â€“ 30g_primary.jpg,Energise â€“ Herbal Infusion â€“ 30g_secondary.jpg,https://store.spaceylon.com/product/energise-herbal-infusion-30g/
p80,Refresh â€“ Herbal Infusion â€“ 30g,10,mind & body care  herbal infusions,no,"An All-Day Indulgence
A signature blend of time-tested Ayurveda herbs with proven natural benefits. Helps refresh, uplift & invigorate the body & mind, promoting relaxed calm & internal balance. Rich in natural anti-oxidants & cooling properties to help improve overall health & wellbeing. The cooling minty flavour & natural floral aroma help soothe & refresh the senses",Refresh â€“ Herbal Infusion â€“ 30g_primary.jpg,Refresh â€“ Herbal Infusion â€“ 30g_secondary.jpg,https://store.spaceylon.com/product/refresh-herbal-infusion-30g/
p81,De-stress â€“ Herbal Infusion â€“ 30g,10,mind & body care  herbal infusions,no,"An All-Day Indulgence
A signature blend of time-tested Ayurveda herbs with proven natural benefits. Helps refresh, uplift & invigorate the body & mind, promoting relaxed calm & internal balance. Rich in natural anti-oxidants & cooling properties to help improve overall health & wellbeing. The cooling minty flavour & natural floral aroma help soothe & refresh the senses.",De-stress â€“ Herbal Infusion â€“ 30g_primary.jpg,De-stress â€“ Herbal Infusion â€“ 30g_secondary.jpg,https://store.spaceylon.com/product/de-stress-herbal-infusion-30g/
p82,Clarify â€“ Herbal Infusion â€“ 30g,10,mind & body care  herbal infusions,no,"A Daytime Indulgence
A signature blend of time-tested Ayurveda herbs with proven natural benefits. Helps refresh, stimulate & fortify the body & mind, improving alertness & clarity. Rich in natural anti-oxidants & cooling properties to help improve overall health & wellbeing. The light minty taste & natural aroma help soothe & clarify the senses.",Clarify â€“ Herbal Infusion â€“ 30g_primary.jpg,Clarify â€“ Herbal Infusion â€“ 30g_secondary.jpg,https://store.spaceylon.com/product/clarify-herbal-infusion-30g/
